1
SinNombre06;-2;1389;1389;0;3552;0;0:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0#0:0#0:0#0:0#0:0:0#0:0:0
